"OTU" "name" "all" "AF_A" "AF_B" "AM_A" "AM_B" "AQ_A" "AQ_B" "AX_A" "AX_B" "BB_A" "BB_B" "BF_A" "BF_B" "BI_A" "BI_B" "BM_A" "BM_B" "BU_A" "BU_B" "BX_A" "BX_B"
"2214" 2214 "BF_B_4186_3_622*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"2215" 2215 "BX_A_131127_3_912*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2216" 2216 "AQ_A_10716_1_692*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2217" 2217 "BU_A_26210_4_423*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"2218" 2218 "AX_A_14881_2_469*" 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"2219" 2219 "AX_A_33352_2_278*" 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"2220" 2220 "BF_B_22508_3_928*" 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"2221" 2221 "BU_A_74932_4_918*" 3 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0
"2222" 2222 "BF_A_11105_3_133*" 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"2223" 2223 "AX_A_17179_2_6*" 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"2224" 2224 "BX_A_170446_3_413*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2225" 2225 "AX_A_22643_2_425*" 7 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 1 0 1 0
"2226" 2226 "AX_A_20552_2_376*" 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"2227" 2227 "AQ_A_16432_1_955*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2228" 2228 "AQ_A_13382_1_38*" 3 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2229" 2229 "AQ_A_16149_1_542*" 3 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2230" 2230 "BU_A_34205_4_705*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"2231" 2231 "BU_A_32516_4_811*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"2232" 2232 "BU_A_16204_4_473*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"2233" 2233 "BX_A_165397_3_53*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2234" 2234 "BX_B_175094_3_198*" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2
"2235" 2235 "BX_B_175968_3_378*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"2236" 2236 "BX_A_151418_3_177*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2237" 2237 "BX_A_161899_3_445*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2238" 2238 "BX_B_176397_3_32*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"2239" 2239 "BU_A_23936_4_3*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"2240" 2240 "AF_A_7680_2_965*" 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"2241" 2241 "AF_A_37630_2_17*" 101 22 22 0 0 19 25 0 0 0 0 0 0 0 0 0 0 5 4 3 1
"2242" 2242 "AF_A_8672_2_61*" 5 2 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2243" 2243 "AF_A_20597_2_765*" 6 2 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2244" 2244 "AF_A_12615_2_604*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2245" 2245 "AQ_A_4277_1_747*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2246" 2246 "AQ_A_3798_1_267*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2247" 2247 "AQ_B_4470_1_451*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2248" 2248 "AQ_B_24498_1_843*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2249" 2249 "BU_B_40423_4_197*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"2250" 2250 "AF_A_30334_2_735*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2251" 2251 "BU_B_57031_4_733*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"2252" 2252 "AF_A_5989_2_577*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2253" 2253 "AQ_B_8642_1_588*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2254" 2254 "AF_A_30929_2_50*" 63 16 16 0 0 13 10 0 0 0 0 0 0 0 0 0 0 0 2 2 4
"2255" 2255 "AQ_A_2783_1_119*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2256" 2256 "BX_B_88588_3_903*" 9 3 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"2257" 2257 "BU_B_47560_4_345*" 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0
"2258" 2258 "BU_B_58808_4_800*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"2259" 2259 "BU_A_24314_4_296*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"2260" 2260 "AQ_A_11890_1_561*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2261" 2261 "BU_B_57219_4_740*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"2262" 2262 "AQ_A_11339_1_254*" 45 5 5 0 0 18 12 0 0 0 0 0 0 0 0 0 0 1 1 0 3
"2263" 2263 "AQ_B_14385_1_873*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2264" 2264 "AF_A_19394_2_910*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2265" 2265 "AF_A_17731_2_70*" 6 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2266" 2266 "AF_A_7634_2_845*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2267" 2267 "AQ_B_37111_1_682*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2268" 2268 "AQ_A_4630_1_9*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2269" 2269 "AQ_A_4201_1_401*" 4 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2270" 2270 "AF_A_23224_2_242*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2271" 2271 "AF_A_36009_2_388*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2272" 2272 "AF_A_8520_2_460*" 67 14 14 0 0 14 15 0 0 0 0 0 0 0 0 0 0 1 4 4 1
"2273" 2273 "AQ_B_10151_1_503*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2274" 2274 "BU_A_29419_4_98*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"2275" 2275 "BU_B_42057_4_497*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"2276" 2276 "AF_A_10773_2_336*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2277" 2277 "BU_B_60755_4_115*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"2278" 2278 "AQ_A_14255_1_818*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2279" 2279 "AF_A_9391_2_188*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2280" 2280 "AF_A_15980_2_674*" 30 6 6 0 0 6 8 0 0 0 0 0 0 0 0 0 0 1 0 1 2
"2281" 2281 "AF_A_35485_2_840*" 3 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2282" 2282 "AQ_B_20614_1_593*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2283" 2283 "AF_A_29350_2_75*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2284" 2284 "BX_A_82409_3_451*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2285" 2285 "AF_A_22241_2_161*" 20 2 2 0 0 8 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2286" 2286 "AF_A_30095_2_555*" 3 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2287" 2287 "AF_A_12933_2_431*" 18 4 4 0 0 2 6 0 0 0 0 0 0 0 0 0 0 0 1 0 1
"2288" 2288 "AQ_B_4867_1_804*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2289" 2289 "AF_A_18563_2_317*" 23 6 6 0 0 2 6 0 0 0 0 0 0 0 0 0 0 2 0 1 0
"2290" 2290 "AF_A_34988_2_134*" 14 4 4 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 1 1
"2291" 2291 "AF_A_33049_2_152*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2292" 2292 "BU_B_66692_4_429*" 19 2 2 0 0 2 5 0 0 0 0 0 0 0 0 0 0 3 2 3 0
"2293" 2293 "AF_A_37433_2_10*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2294" 2294 "BX_A_79369_3_497*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2295" 2295 "AQ_A_18331_1_40*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2296" 2296 "AQ_A_11666_1_261*" 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"2297" 2297 "AF_A_12455_2_830*" 35 9 9 0 0 6 7 0 0 0 0 0 0 0 0 0 0 1 1 1 1
"2298" 2298 "AF_A_18275_2_257*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2299" 2299 "BX_B_118377_3_189*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"2300" 2300 "BX_B_107239_3_613*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"2301" 2301 "AF_A_31686_2_876*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2302" 2302 "BX_B_93199_3_52*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"2303" 2303 "AQ_A_16823_1_510*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2304" 2304 "AQ_B_2074_1_748*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2305" 2305 "AQ_A_10206_1_152*" 6 0 0 0 0 3 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"2306" 2306 "AF_A_6212_2_65*" 198 44 44 0 0 28 61 0 0 0 0 0 0 0 0 0 0 1 9 8 3
"2307" 2307 "AQ_A_11729_1_787*" 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2308" 2308 "AF_A_19662_2_398*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2309" 2309 "AQ_A_11804_1_321*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2310" 2310 "AQ_B_36937_1_216*" 7 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 1 0 2
"2311" 2311 "AQ_B_13560_1_859*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2312" 2312 "AQ_A_13385_1_557*" 21 5 5 0 0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 1 2
"2313" 2313 "BX_A_97991_3_274*" 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2314" 2314 "AQ_B_39547_1_498*" 8 2 2 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2315" 2315 "AF_A_22883_2_62*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2316" 2316 "AF_A_26527_2_598*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2317" 2317 "AF_A_3158_2_528*" 6 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2318" 2318 "AQ_B_13459_1_799*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2319" 2319 "AF_A_7398_2_665*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2320" 2320 "AQ_A_4212_1_973*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2321" 2321 "BU_B_52053_4_712*" 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0
"2322" 2322 "AQ_B_37087_1_336*" 4 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2323" 2323 "AQ_B_10016_1_616*" 5 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1
"2324" 2324 "AQ_B_26366_1_818*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2325" 2325 "AQ_A_12199_1_395*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2326" 2326 "AQ_B_2795_1_875*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2327" 2327 "AQ_B_22325_1_681*" 4 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2328" 2328 "BX_B_86071_3_317*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"2329" 2329 "AF_A_18353_2_197*" 7 3 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2330" 2330 "AF_A_12828_2_777*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2331" 2331 "AQ_B_35800_1_714*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2332" 2332 "AQ_B_41289_1_533*" 4 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"2333" 2333 "AF_A_24826_2_909*" 15 3 3 0 0 2 3 0 0 0 0 0 0 0 0 0 0 1 1 0 2
"2334" 2334 "AQ_B_19821_1_692*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2335" 2335 "BU_A_34056_4_765*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"2336" 2336 "AQ_B_23499_1_243*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2337" 2337 "AQ_B_15136_1_315*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2338" 2338 "AQ_A_19153_1_594*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2339" 2339 "AQ_B_12411_1_605*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2340" 2340 "AF_A_37666_2_363*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2341" 2341 "AQ_A_9522_1_530*" 11 2 2 0 0 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"2342" 2342 "AF_A_27430_2_958*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2343" 2343 "AQ_A_12934_1_829*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2344" 2344 "AF_A_39013_2_737*" 29 9 9 0 0 9 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2345" 2345 "AQ_A_10466_1_625*" 9 0 0 0 0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 1 1
"2346" 2346 "AQ_B_19406_1_452*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2347" 2347 "AQ_A_16035_1_309*" 8 2 2 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2348" 2348 "AQ_A_4386_1_115*" 11 3 3 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2349" 2349 "AQ_B_28565_1_687*" 12 1 1 0 0 2 5 0 0 0 0 0 0 0 0 0 0 0 0 1 2
"2350" 2350 "BU_B_51835_4_938*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"2351" 2351 "BX_A_89675_3_645*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2352" 2352 "BU_B_73952_4_750*" 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0
"2353" 2353 "BU_B_39595_4_596*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"2354" 2354 "AQ_A_18676_1_287*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2355" 2355 "AQ_A_11855_1_441*" 15 2 2 0 0 5 5 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2356" 2356 "AQ_A_5728_1_856*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2357" 2357 "AQ_B_8798_1_189*" 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2358" 2358 "AF_A_10840_2_449*" 17 3 3 0 0 5 4 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"2359" 2359 "AQ_A_7776_1_933*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2360" 2360 "BU_B_42262_4_264*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"2361" 2361 "AF_A_24395_2_150*" 3 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"2362" 2362 "AQ_A_15781_1_701*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2363" 2363 "BU_A_40006_4_341*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"2364" 2364 "AF_A_5773_2_171*" 59 13 13 0 0 13 13 0 0 0 0 0 0 0 0 0 0 2 1 3 1
"2365" 2365 "AQ_A_9299_1_756*" 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2366" 2366 "AQ_A_16354_1_782*" 6 2 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2367" 2367 "BX_A_63793_3_148*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2368" 2368 "AQ_A_2834_1_59*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2369" 2369 "AF_A_5780_2_291*" 7 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2370" 2370 "AF_A_15996_2_960*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2371" 2371 "AQ_A_17439_1_644*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2372" 2372 "AQ_A_2980_1_66*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2373" 2373 "AF_A_1238_2_140*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2374" 2374 "AF_A_29249_2_767*" 4 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2375" 2375 "AF_A_2924_2_288*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2376" 2376 "AF_A_36006_2_561*" 21 4 4 0 0 8 1 0 0 0 0 0 0 0 0 0 0 0 1 2 1
"2377" 2377 "AF_A_1583_2_433*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2378" 2378 "AQ_A_9189_1_696*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2379" 2379 "AQ_A_8772_1_43*" 28 4 4 0 0 15 3 0 0 0 0 0 0 0 0 0 0 1 0 1 0
"2380" 2380 "AF_A_8991_2_407*" 8 2 2 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2381" 2381 "AF_A_13092_2_844*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2382" 2382 "AQ_A_252_1_141*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2383" 2383 "AQ_A_6938_1_266*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2384" 2384 "BX_B_96066_3_119*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"2385" 2385 "AF_A_29852_2_89*" 18 4 4 0 0 6 1 0 0 0 0 0 0 0 0 0 0 1 1 0 1
"2386" 2386 "AQ_B_39160_1_438*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2387" 2387 "AF_A_8500_2_114*" 4 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2388" 2388 "AF_A_15032_2_74*" 26 4 4 0 0 14 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2389" 2389 "AQ_B_30254_1_549*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2390" 2390 "AQ_A_7841_1_414*" 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2391" 2391 "AF_A_7400_2_725*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2392" 2392 "AQ_B_16237_1_795*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2393" 2393 "AQ_A_20745_1_304*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2394" 2394 "AQ_A_12558_1_3*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2395" 2395 "AF_A_3404_2_468*" 28 8 8 0 0 8 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2396" 2396 "AQ_A_21589_1_279*" 16 1 1 0 0 9 3 0 0 0 0 0 0 0 0 0 0 0 0 1 1
"2397" 2397 "AQ_A_7620_1_753*" 8 2 2 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2398" 2398 "AQ_B_2746_1_702*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2399" 2399 "AQ_B_40831_1_233*" 8 1 1 0 0 3 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"2400" 2400 "AQ_A_9352_1_929*" 13 3 3 0 0 5 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"2401" 2401 "AQ_B_109_1_999*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2402" 2402 "AF_A_22485_2_514*" 3 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2403" 2403 "AQ_A_1208_1_229*" 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2404" 2404 "AQ_A_11543_1_953*" 15 2 2 0 0 5 3 0 0 0 0 0 0 0 0 0 0 0 0 3 0
"2405" 2405 "AQ_B_24752_1_38*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2406" 2406 "AQ_B_33125_1_778*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2407" 2407 "AQ_A_14190_1_931*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2408" 2408 "AQ_A_5843_1_284*" 4 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2409" 2409 "AF_A_6933_2_252*" 43 8 8 0 0 15 5 0 0 0 0 0 0 0 0 0 0 1 0 5 1
"2410" 2410 "AF_A_10866_2_682*" 3 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2411" 2411 "AF_A_39162_2_797*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2412" 2412 "AF_A_3130_2_348*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2413" 2413 "AF_A_36532_2_914*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2414" 2414 "AF_A_32907_2_92*" 88 22 22 0 0 18 18 0 0 0 0 0 0 0 0 0 0 3 1 3 1
"2415" 2415 "AQ_B_4940_1_691*" 4 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"2416" 2416 "AQ_A_3723_1_959*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2417" 2417 "AQ_B_15924_1_269*" 7 0 0 0 0 3 2 0 0 0 0 0 0 0 0 0 0 0 1 0 1
"2418" 2418 "AF_A_3807_2_76*" 8 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2419" 2419 "AQ_A_18301_1_333*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2420" 2420 "AQ_A_18015_1_838*" 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2421" 2421 "BU_B_37246_4_762*" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"2422" 2422 "AF_A_19913_2_864*" 35 3 3 0 0 7 14 0 0 0 0 0 0 0 0 0 0 1 2 2 3
"2423" 2423 "AF_A_11613_2_636*" 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2424" 2424 "AQ_B_38482_1_710*" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
